image_name,0,1,2,3,4,5,6,7,8
2025-05-23 23:52:08.330092,"[0.6395482420921326, 0.5956041216850281, -0.6972672939300537, 0.9990208745002747]","[0.6612062454223633, 0.503965437412262, -0.6707462668418884, 0.9983147978782654]","[0.678260862827301, 0.5031898021697998, -0.670387327671051, 0.9984902143478394]","[0.6953771710395813, 0.5033650398254395, -0.6704816818237305, 0.9981194734573364]","[0.6113134026527405, 0.5000572204589844, -0.678935706615448, 0.9986485838890076]","[0.5925431847572327, 0.49773362278938293, -0.678058922290802, 0.9988356828689575]","[0.5736849308013916, 0.4970732033252716, -0.6782382726669312, 0.9987390041351318]","[0.7128866314888, 0.5199925303459167, -0.40698206424713135, 0.9982231855392456]","[0.5301082730293274, 0.5113552808761597, -0.44298821687698364, 0.9991703629493713]"
2025-05-23 23:52:08.397456,"[0.6426792740821838, 0.5940926671028137, -0.7078050374984741, 0.9990742206573486]","[0.663666307926178, 0.5029879808425903, -0.671168327331543, 0.9983789920806885]","[0.6804491877555847, 0.5023274421691895, -0.6709262132644653, 0.9985350370407104]","[0.6971992254257202, 0.5026037693023682, -0.6710860729217529, 0.9981957674026489]","[0.6137453317642212, 0.49944329261779785, -0.6835358142852783, 0.998712956905365]","[0.5950700044631958, 0.4973900616168976, -0.6826409697532654, 0.9988766312599182]","[0.5761567950248718, 0.49685138463974, -0.6827555894851685, 0.9987967014312744]","[0.7137345671653748, 0.5198516249656677, -0.4212101101875305, 0.9982652068138123]","[0.5324657559394836, 0.5113891363143921, -0.449211448431015, 0.999213695526123]"
2025-05-23 23:52:08.464488,"[0.6421972513198853, 0.59513258934021, -0.8491135239601135, 0.9991189241409302]","[0.6655991673469543, 0.5029351115226746, -0.809567391872406, 0.9984428286552429]","[0.6833576560020447, 0.5024719834327698, -0.8094784021377563, 0.9985822439193726]","[0.7007343173027039, 0.503070056438446, -0.8096048831939697, 0.9982653856277466]","[0.6134856343269348, 0.4996846616268158, -0.8195541501045227, 0.9987666606903076]","[0.5948173403739929, 0.4978467524051666, -0.8187328577041626, 0.9989109635353088]","[0.5754426717758179, 0.49766913056373596, -0.8189120888710022, 0.9988422393798828]","[0.7184229493141174, 0.5211164951324463, -0.48350927233695984, 0.9983152151107788]","[0.5327833890914917, 0.5119677782058716, -0.5085574984550476, 0.9992473721504211]"
2025-05-23 23:52:08.529257,"[0.6467878818511963, 0.5949630737304688, -0.8410377502441406, 0.999194324016571]","[0.6687990427017212, 0.5022334456443787, -0.8006964325904846, 0.9985674023628235]","[0.6859725117683411, 0.5009764432907104, -0.8003944158554077, 0.9986979365348816]","[0.7029639482498169, 0.5007719397544861, -0.8001919984817505, 0.9983974695205688]","[0.6176540851593018, 0.49916574358940125, -0.8154187798500061, 0.9988661408424377]","[0.5983209013938904, 0.4977567791938782, -0.8145387768745422, 0.9989983439445496]","[0.5778599977493286, 0.4982627034187317, -0.8146674633026123, 0.9989286065101624]","[0.7193669080734253, 0.5179398059844971, -0.4801119565963745, 0.9984440207481384]","[0.5324876308441162, 0.5136836171150208, -0.5349295139312744, 0.9993146061897278]"
2025-05-23 23:52:08.597329,"[0.645088255405426, 0.5951765775680542, -0.8235514163970947, 0.9991966485977173]","[0.668694257736206, 0.5019198060035706, -0.7888919115066528, 0.9985508918762207]","[0.686916172504425, 0.5007333755493164, -0.7886109948158264, 0.9986474514007568]","[0.7047755718231201, 0.5006268620491028, -0.7885417938232422, 0.9983806610107422]","[0.6161836981773376, 0.4995112717151642, -0.7979215383529663, 0.9988763928413391]","[0.596867561340332, 0.49832606315612793, -0.797077476978302, 0.9989747405052185]","[0.576636016368866, 0.49919071793556213, -0.7972487211227417, 0.9989309310913086]","[0.7256309390068054, 0.5181330442428589, -0.4892270863056183, 0.9983665943145752]","[0.5341724157333374, 0.5147098302841187, -0.5117777585983276, 0.9993202686309814]"
2025-05-23 23:52:08.662239,"[0.6444017887115479, 0.5946723818778992, -0.9120349884033203, 0.999265193939209]","[0.6696023941040039, 0.5016164183616638, -0.8695119619369507, 0.9986700415611267]","[0.6880833506584167, 0.5006436109542847, -0.8693225979804993, 0.998755693435669]","[0.7062274813652039, 0.500916063785553, -0.86939537525177, 0.9985122084617615]","[0.6169908046722412, 0.4992818832397461, -0.8751311898231506, 0.9989690780639648]","[0.5978212952613831, 0.49808186292648315, -0.8742668032646179, 0.9990556836128235]","[0.5780741572380066, 0.49861371517181396, -0.874407947063446, 0.9990167617797852]","[0.7280272245407104, 0.5185518860816956, -0.526540219783783, 0.9984936118125916]","[0.5372616052627563, 0.5119220018386841, -0.5320454239845276, 0.9993751645088196]"
2025-05-23 23:52:08.728061,"[0.6456076502799988, 0.5942732095718384, -0.8851405382156372, 0.9993078708648682]","[0.6715657114982605, 0.5013473033905029, -0.8632147312164307, 0.9987317323684692]","[0.6908676624298096, 0.5005289316177368, -0.8625774383544922, 0.9988095760345459]","[0.709466278553009, 0.5010208487510681, -0.8622602820396423, 0.9985800981521606]","[0.6173244714736938, 0.499013215303421, -0.8564310073852539, 0.999019205570221]","[0.5975001454353333, 0.4978078305721283, -0.8555076122283936, 0.9990997314453125]","[0.5775055289268494, 0.498340904712677, -0.8555392026901245, 0.9990687370300293]","[0.7322230935096741, 0.5197658538818359, -0.5098606944084167, 0.9985499978065491]","[0.5369338989257812, 0.5119745135307312, -0.518876314163208, 0.999413013458252]"
2025-05-23 23:52:08.795960,"[0.6443944573402405, 0.5941095352172852, -0.7609914541244507, 0.9993376135826111]","[0.6701375842094421, 0.5011034607887268, -0.7297849655151367, 0.9987719655036926]","[0.6892138123512268, 0.5002024173736572, -0.7295522093772888, 0.9988324046134949]","[0.7075415253639221, 0.5006195902824402, -0.7295624017715454, 0.998630166053772]","[0.616232693195343, 0.4988050162792206, -0.7291380167007446, 0.9990612864494324]","[0.5969297289848328, 0.49762284755706787, -0.7283298969268799, 0.9991262555122375]","[0.5768728852272034, 0.49837353825569153, -0.7285848259925842, 0.9991103410720825]","[0.7303777933120728, 0.5194370150566101, -0.442505806684494, 0.9985591769218445]","[0.5362829566001892, 0.5142003297805786, -0.4301685392856598, 0.9994370937347412]"
2025-05-23 23:52:08.863257,"[0.6434409618377686, 0.5943951606750488, -0.7523428201675415, 0.9993811845779419]","[0.669089138507843, 0.5014074444770813, -0.7229192852973938, 0.9988464117050171]","[0.6880009174346924, 0.5005947351455688, -0.7226316332817078, 0.998896062374115]","[0.7062332034111023, 0.5011945962905884, -0.7226861119270325, 0.9987189173698425]","[0.6152198910713196, 0.4992024302482605, -0.7215412855148315, 0.9991186857223511]","[0.595920205116272, 0.4979799687862396, -0.7206628918647766, 0.999167799949646]","[0.5759657025337219, 0.49875009059906006, -0.720812976360321, 0.9991586804389954]","[0.7291214466094971, 0.5198456645011902, -0.4410080015659332, 0.9986433982849121]","[0.5362516045570374, 0.5143494009971619, -0.4179806113243103, 0.9994640350341797]"
2025-05-23 23:52:08.933037,"[0.6388863325119019, 0.5941919088363647, -0.6527617573738098, 0.9994191527366638]","[0.6664546728134155, 0.501336932182312, -0.6245650053024292, 0.9988991618156433]","[0.6854677796363831, 0.5005366802215576, -0.6242372393608093, 0.9989405274391174]","[0.7039221525192261, 0.5011143088340759, -0.6242179870605469, 0.998785138130188]","[0.6100682020187378, 0.49907684326171875, -0.6261196136474609, 0.9991644620895386]","[0.5896516442298889, 0.49788519740104675, -0.6252519488334656, 0.9992007613182068]","[0.5711492300033569, 0.4987089931964874, -0.6255121231079102, 0.9991986751556396]","[0.7284356355667114, 0.5205413103103638, -0.38338038325309753, 0.9986952543258667]","[0.5352813601493835, 0.515640139579773, -0.37093493342399597, 0.9994879961013794]"
2025-05-23 23:52:08.997138,"[0.6327149271965027, 0.5963292717933655, -0.6801165342330933, 0.9994436502456665]","[0.66245037317276, 0.5023853182792664, -0.651645839214325, 0.9989297986030579]","[0.6816859841346741, 0.5014142990112305, -0.6513193249702454, 0.998960554599762]","[0.7003435492515564, 0.5020545721054077, -0.6513360738754272, 0.9988291263580322]","[0.6043547987937927, 0.5005796551704407, -0.6512823104858398, 0.9991965293884277]","[0.5842362642288208, 0.4993163049221039, -0.650407075881958, 0.9992184042930603]","[0.5668944120407104, 0.500123143196106, -0.6506136655807495, 0.9992250800132751]","[0.7273279428482056, 0.5225050449371338, -0.3943301737308502, 0.9987189769744873]","[0.5340315699577332, 0.5185551643371582, -0.3699122965335846, 0.9994983077049255]"
2025-05-23 23:52:09.063062,"[0.6258959174156189, 0.599753737449646, -0.6402887105941772, 0.9994873404502869]","[0.6558142304420471, 0.5029191970825195, -0.6075969338417053, 0.9990032315254211]","[0.6747967600822449, 0.502214252948761, -0.6073386073112488, 0.9990289807319641]","[0.6933572292327881, 0.5031625032424927, -0.6073357462882996, 0.9989120960235596]","[0.5955860614776611, 0.5004944205284119, -0.6120112538337708, 0.9992548227310181]","[0.5747763514518738, 0.4992709755897522, -0.6110976934432983, 0.9992716908454895]","[0.5565834045410156, 0.5000372529029846, -0.6113683581352234, 0.9992811679840088]","[0.7229995727539062, 0.5248646140098572, -0.3505623936653137, 0.9988059997558594]","[0.5255970358848572, 0.5188974738121033, -0.3494144082069397, 0.9995344877243042]"
2025-05-23 23:52:09.130398,"[0.6129176020622253, 0.6073067784309387, -0.6725866198539734, 0.9995225071907043]","[0.6446959376335144, 0.5044943690299988, -0.6403555274009705, 0.9990580081939697]","[0.6641227602958679, 0.5045273900032043, -0.6401057839393616, 0.9990742802619934]","[0.6824306845664978, 0.5061658024787903, -0.6401202082633972, 0.9989781379699707]","[0.5792611837387085, 0.5004376769065857, -0.6444011330604553, 0.9992981553077698]","[0.5580052733421326, 0.4992290437221527, -0.6435102224349976, 0.9993016123771667]","[0.5396947860717773, 0.4997623562812805, -0.643749475479126, 0.9993159174919128]","[0.7164490818977356, 0.5280214548110962, -0.3691104054450989, 0.9988728761672974]","[0.5116303563117981, 0.5188736915588379, -0.36983346939086914, 0.9995490312576294]"
2025-05-23 23:52:09.196975,"[0.6072782874107361, 0.607574462890625, -0.6845942735671997, 0.9995604157447815]","[0.6372484564781189, 0.5044201612472534, -0.6497961282730103, 0.9991261959075928]","[0.6565102338790894, 0.5044616460800171, -0.6495302319526672, 0.9991397857666016]","[0.6737238168716431, 0.5057928562164307, -0.6495402455329895, 0.9990532398223877]","[0.5711764097213745, 0.5005641579627991, -0.6564493179321289, 0.9993495941162109]","[0.5480849146842957, 0.49948814511299133, -0.6555275321006775, 0.9993500709533691]","[0.5289053916931152, 0.5001170039176941, -0.6557263135910034, 0.9993646144866943]","[0.7046909332275391, 0.5264354348182678, -0.3742300271987915, 0.9989577531814575]","[0.4968596398830414, 0.5206175446510315, -0.37775084376335144, 0.9995830059051514]"
2025-05-24 10:55:32.623403,"[0.5292522311210632, 0.6137393712997437, -0.5590704083442688, 0.9999181032180786]","[0.5497246980667114, 0.5284465551376343, -0.5231702923774719, 0.9997736811637878]","[0.5623341798782349, 0.5275619029998779, -0.5229209661483765, 0.9997971653938293]","[0.5766424536705017, 0.5271415710449219, -0.5228551626205444, 0.9997767806053162]","[0.5038402676582336, 0.5332304239273071, -0.5252025127410889, 0.99982088804245]","[0.48736268281936646, 0.5350359678268433, -0.5246405601501465, 0.999840497970581]","[0.4727574288845062, 0.5372685194015503, -0.5249940156936646, 0.999841570854187]","[0.6022207140922546, 0.5642489194869995, -0.2788018584251404, 0.999754011631012]","[0.4483276307582855, 0.5777121782302856, -0.272875040769577, 0.9998959302902222]"
2025-05-24 10:55:32.815746,"[0.5296260714530945, 0.6158568263053894, -0.626776397228241, 0.9999178647994995]","[0.550317108631134, 0.5291979908943176, -0.5891516804695129, 0.9997710585594177]","[0.5639533996582031, 0.5282709002494812, -0.5891407132148743, 0.9997972846031189]","[0.5775746703147888, 0.5279626250267029, -0.5891557335853577, 0.999773383140564]","[0.5038967132568359, 0.5334405303001404, -0.5893294215202332, 0.9998200535774231]","[0.4875227212905884, 0.535250723361969, -0.588579535484314, 0.9998414516448975]","[0.47282734513282776, 0.5376256108283997, -0.588871419429779, 0.9998406171798706]","[0.6030047535896301, 0.5647580623626709, -0.3340335190296173, 0.9997554421424866]","[0.44907715916633606, 0.5777549743652344, -0.31149646639823914, 0.9998964667320251]"
2025-05-24 10:55:32.917692,"[0.5299929976463318, 0.6168325543403625, -0.7436038255691528, 0.9999150633811951]","[0.5506550669670105, 0.5297028422355652, -0.7061725854873657, 0.9997611045837402]","[0.5647922158241272, 0.5287822484970093, -0.7061636447906494, 0.9997898936271667]","[0.5780249238014221, 0.5285739898681641, -0.7062072157859802, 0.9997598528862]","[0.5039916038513184, 0.5336341857910156, -0.7037373185157776, 0.9998117685317993]","[0.4876575767993927, 0.5354814529418945, -0.7029992938041687, 0.9998356103897095]","[0.47287797927856445, 0.5380019545555115, -0.7032508254051208, 0.9998319149017334]","[0.6033204197883606, 0.5650638341903687, -0.4272788465023041, 0.9997482895851135]","[0.449419230222702, 0.5778135061264038, -0.3907313346862793, 0.9998914003372192]"
2025-05-24 10:55:33.017089,"[0.5309028625488281, 0.6183853149414062, -0.8218277096748352, 0.9999051690101624]","[0.5516518950462341, 0.5307570695877075, -0.7800744771957397, 0.9997303485870361]","[0.5660694241523743, 0.5299779176712036, -0.7801831364631653, 0.999768853187561]","[0.5789623856544495, 0.5299885869026184, -0.7802468538284302, 0.9997214078903198]","[0.5046280026435852, 0.533884584903717, -0.7823699712753296, 0.9997861385345459]","[0.48830902576446533, 0.5356578826904297, -0.7816694378852844, 0.9998199343681335]","[0.47327274084091187, 0.5382314324378967, -0.7819503545761108, 0.9998096227645874]","[0.6037499904632568, 0.5658102035522461, -0.47630470991134644, 0.999717652797699]","[0.44967207312583923, 0.5778883695602417, -0.46239882707595825, 0.9998806118965149]"
2025-05-24 10:55:33.118983,"[0.5309039950370789, 0.6218994855880737, -1.0001728534698486, 0.9998578429222107]","[0.5517723560333252, 0.5338345766067505, -0.9566971063613892, 0.9996304512023926]","[0.5664570927619934, 0.5330241918563843, -0.9568393230438232, 0.9996966123580933]","[0.5793184638023376, 0.5330566763877869, -0.9570248126983643, 0.9996009469032288]","[0.5045978426933289, 0.5361267924308777, -0.959151566028595, 0.9996984601020813]","[0.4882667362689972, 0.5376341342926025, -0.9586293697357178, 0.9997614026069641]","[0.473225474357605, 0.5401216745376587, -0.9589357376098633, 0.9997318387031555]","[0.6044687032699585, 0.5668999552726746, -0.6135281324386597, 0.9996400475502014]","[0.44973379373550415, 0.5784075856208801, -0.6018702983856201, 0.9998432993888855]"
2025-05-24 10:55:33.216212,"[0.530908465385437, 0.624663770198822, -0.9974290132522583, 0.9998244643211365]","[0.551792562007904, 0.5361387133598328, -0.9506437182426453, 0.9995580315589905]","[0.566573977470398, 0.5350705981254578, -0.9508563876152039, 0.9996536374092102]","[0.579360842704773, 0.5348604321479797, -0.9510281682014465, 0.999517023563385]","[0.5045673251152039, 0.5384620428085327, -0.9524749517440796, 0.9996309876441956]","[0.48823654651641846, 0.5399052500724792, -0.9519871473312378, 0.999722421169281]","[0.47319185733795166, 0.5424913167953491, -0.9523362517356873, 0.9996727705001831]","[0.6045137643814087, 0.567421019077301, -0.5973507165908813, 0.9995998740196228]","[0.449818879365921, 0.5795380473136902, -0.583500862121582, 0.999817967414856]"
2025-05-24 10:55:33.282558,"[0.5310566425323486, 0.6259053945541382, -1.0824217796325684, 0.9997526407241821]","[0.5519418716430664, 0.5375382900238037, -1.0324785709381104, 0.9994320869445801]","[0.56680828332901, 0.5365078449249268, -1.0327965021133423, 0.999557375907898]","[0.5794973373413086, 0.5363253355026245, -1.0329973697662354, 0.9993605613708496]","[0.504655659198761, 0.5394628643989563, -1.0350005626678467, 0.9995121955871582]","[0.48831912875175476, 0.5407825708389282, -1.0346225500106812, 0.9996404647827148]","[0.4732551872730255, 0.5433387160301208, -1.0350273847579956, 0.999570906162262]","[0.6045932173728943, 0.5678588151931763, -0.6514670848846436, 0.9994969964027405]","[0.45012786984443665, 0.5797554850578308, -0.6406998038291931, 0.9997633695602417]"
2025-05-24 10:55:33.349693,"[0.5308587551116943, 0.6278494000434875, -1.062670111656189, 0.9997175335884094]","[0.5517355799674988, 0.5398034453392029, -1.0158145427703857, 0.9993646144866943]","[0.5667464733123779, 0.5389699339866638, -1.0160752534866333, 0.999504029750824]","[0.57939213514328, 0.5388109087944031, -1.01626718044281, 0.9992791414260864]","[0.504295825958252, 0.5412605404853821, -1.016708254814148, 0.9994446635246277]","[0.48798754811286926, 0.542494535446167, -1.0162218809127808, 0.9995914101600647]","[0.47300368547439575, 0.545123815536499, -1.0165971517562866, 0.9995102286338806]","[0.6044741868972778, 0.5688990354537964, -0.6455144882202148, 0.9994459748268127]","[0.45013558864593506, 0.581040620803833, -0.6273521184921265, 0.9997345805168152]"
2025-05-24 10:55:33.418869,"[0.5307161211967468, 0.6273196935653687, -0.980829656124115, 0.9996662735939026]","[0.5517368316650391, 0.5392306447029114, -0.9352474808692932, 0.99925696849823]","[0.5667812824249268, 0.5388167500495911, -0.9355076551437378, 0.9994174838066101]","[0.5794302821159363, 0.53879314661026, -0.9356819987297058, 0.9991412162780762]","[0.5042673349380493, 0.5393918752670288, -0.9370158910751343, 0.9993591904640198]","[0.4879787564277649, 0.5406491160392761, -0.9365535378456116, 0.9995344281196594]","[0.47298192977905273, 0.5434423685073853, -0.9369430541992188, 0.9994456171989441]","[0.6050498485565186, 0.5690242052078247, -0.5918563604354858, 0.9993423223495483]","[0.450241357088089, 0.5806477069854736, -0.5767790079116821, 0.9996996521949768]"
2025-05-24 10:55:33.482723,"[0.5315486192703247, 0.6271858215332031, -1.1263376474380493, 0.9995283484458923]","[0.5527195334434509, 0.539421558380127, -1.0741246938705444, 0.9990109205245972]","[0.5673668384552002, 0.5393512845039368, -1.0745067596435547, 0.9992451071739197]","[0.5798552632331848, 0.5398746728897095, -1.0747381448745728, 0.998851478099823]","[0.5055062174797058, 0.5392212867736816, -1.0813828706741333, 0.9991339445114136]","[0.4891113042831421, 0.5402317047119141, -1.0811922550201416, 0.9993896484375]","[0.47386062145233154, 0.5427928566932678, -1.081658959388733, 0.9992579221725464]","[0.6051287055015564, 0.5699095129966736, -0.6902536153793335, 0.9991570115089417]","[0.4510601758956909, 0.5792582035064697, -0.7047777771949768, 0.9995992183685303]"
2025-05-24 10:55:33.550112,"[0.5315541625022888, 0.6271753311157227, -1.1360410451889038, 0.9992583394050598]","[0.552776575088501, 0.5395323634147644, -1.0864733457565308, 0.9986103177070618]","[0.5674603581428528, 0.539548933506012, -1.0868252515792847, 0.9989174008369446]","[0.5799993276596069, 0.5401465892791748, -1.0870252847671509, 0.9983879923820496]","[0.5055045485496521, 0.5392272472381592, -1.0923832654953003, 0.9987555146217346]","[0.4891025722026825, 0.5402308702468872, -1.0922772884368896, 0.9991050362586975]","[0.4738464951515198, 0.5427703857421875, -1.0927456617355347, 0.9989078640937805]","[0.6051475405693054, 0.5700255036354065, -0.7047189474105835, 0.9988576173782349]","[0.45112544298171997, 0.5786556601524353, -0.7156252264976501, 0.9993605017662048]"
2025-05-24 10:55:33.616755,"[0.5322960615158081, 0.6179408431053162, -1.0852106809616089, 0.9990382790565491]","[0.5536435842514038, 0.5343751907348633, -1.030906319618225, 0.9982322454452515]","[0.568059504032135, 0.5362035036087036, -1.0311557054519653, 0.9986356496810913]","[0.580633819103241, 0.5382960438728333, -1.0312459468841553, 0.997932493686676]","[0.5065755248069763, 0.5319650769233704, -1.0402002334594727, 0.9983980655670166]","[0.4899546504020691, 0.5333420038223267, -1.0400209426879883, 0.998863160610199]","[0.474400132894516, 0.5361917614936829, -1.0405038595199585, 0.998591423034668]","[0.6056482791900635, 0.5700681805610657, -0.6505363583564758, 0.9985187649726868]","[0.45138779282569885, 0.5748915672302246, -0.6703594923019409, 0.9991741180419922]"
2025-05-24 10:55:33.683299,"[0.5322343707084656, 0.5955824851989746, -1.0436519384384155, 0.9987736344337463]","[0.553806483745575, 0.5213155746459961, -0.9910480976104736, 0.9977650046348572]","[0.5683204531669617, 0.5264057517051697, -0.9912846684455872, 0.9982410669326782]","[0.5811958909034729, 0.5316287875175476, -0.9913873076438904, 0.9973138570785522]","[0.5066790580749512, 0.5145407915115356, -0.9994123578071594, 0.998029351234436]","[0.4900403320789337, 0.5151422023773193, -0.9992057085037231, 0.9986171722412109]","[0.47447678446769714, 0.5171515345573425, -0.9997046589851379, 0.9983088374137878]","[0.6066371202468872, 0.5699952244758606, -0.6353625655174255, 0.9980204105377197]","[0.4514145851135254, 0.5612247586250305, -0.6412831544876099, 0.9990232586860657]"
2025-05-24 10:55:33.750425,"[0.5321870446205139, 0.5719704031944275, -1.0395978689193726, 0.9985049962997437]","[0.5538889169692993, 0.5099169611930847, -0.9794284701347351, 0.9974338412284851]","[0.5684397220611572, 0.5164510607719421, -0.9797142744064331, 0.9979362487792969]","[0.5814855694770813, 0.5232824087142944, -0.9797531962394714, 0.996906578540802]","[0.5068439245223999, 0.5014437437057495, -0.9886490702629089, 0.9977660179138184]","[0.49022433161735535, 0.5020925402641296, -0.9884822368621826, 0.9984079599380493]","[0.47466835379600525, 0.5040887594223022, -0.989021360874176, 0.9980915188789368]","[0.6068940758705139, 0.5685354471206665, -0.5961281657218933, 0.9977214932441711]","[0.4514316916465759, 0.5524015426635742, -0.6312905550003052, 0.9988492727279663]"
2025-05-24 10:55:33.815294,"[0.5308903455734253, 0.5422505140304565, -1.0094767808914185, 0.9981305599212646]","[0.5536458492279053, 0.48973581194877625, -0.9420684576034546, 0.9967653155326843]","[0.5683469176292419, 0.4973616302013397, -0.942368745803833, 0.997408390045166]","[0.5814937353134155, 0.505518913269043, -0.9424418807029724, 0.9961535334587097]","[0.5065915584564209, 0.47854122519493103, -0.9515076279640198, 0.9971440434455872]","[0.4900607466697693, 0.479255735874176, -0.9513337016105652, 0.9979763627052307]","[0.4745955467224121, 0.4815163016319275, -0.9519922733306885, 0.9975786805152893]","[0.607316792011261, 0.5592916011810303, -0.5536922216415405, 0.9970804452896118]","[0.4513820707798004, 0.537617564201355, -0.5829945206642151, 0.9984562993049622]"
2025-05-24 10:55:33.883289,"[0.5305318236351013, 0.5174465775489807, -0.9302019476890564, 0.9982094764709473]","[0.5535143613815308, 0.47492003440856934, -0.8653380274772644, 0.9968146085739136]","[0.5682265758514404, 0.48250845074653625, -0.865493655204773, 0.9974855780601501]","[0.581472635269165, 0.4907895624637604, -0.8655397295951843, 0.9962693452835083]","[0.5067715048789978, 0.4642123579978943, -0.8771049380302429, 0.9971726536750793]","[0.4906046688556671, 0.465332955121994, -0.8766506910324097, 0.998011589050293]","[0.4754939079284668, 0.46801409125328064, -0.8771793246269226, 0.9975979328155518]","[0.6073124408721924, 0.5496014952659607, -0.5010596513748169, 0.9971505403518677]","[0.45161181688308716, 0.5291738510131836, -0.5360409021377563, 0.9984694123268127]"
2025-05-24 10:55:33.949801,"[0.5272185802459717, 0.5001814365386963, -0.9423731565475464, 0.998036801815033]","[0.5518401861190796, 0.4617290794849396, -0.8806612491607666, 0.996452808380127]","[0.5667750239372253, 0.4697697162628174, -0.8808525204658508, 0.997262716293335]","[0.5806690454483032, 0.4788423776626587, -0.8809501528739929, 0.9960198998451233]","[0.5063783526420593, 0.45224350690841675, -0.8888741731643677, 0.9967508316040039]","[0.4905090034008026, 0.45404893159866333, -0.8884750008583069, 0.9977108240127563]","[0.47549334168434143, 0.45747828483581543, -0.88899827003479, 0.9971864223480225]","[0.607318103313446, 0.5461412668228149, -0.51233971118927, 0.9969137907028198]","[0.45179566740989685, 0.525627076625824, -0.5282630324363708, 0.9981173276901245]"
2025-05-24 10:55:34.016648,"[0.5255210995674133, 0.4891170263290405, -0.9344053864479065, 0.9980544447898865]","[0.550927460193634, 0.45506006479263306, -0.8698179721832275, 0.9965044856071472]","[0.5658085942268372, 0.46248114109039307, -0.8700553774833679, 0.9973293542861938]","[0.5799627900123596, 0.47109439969062805, -0.8701305985450745, 0.9961439371109009]","[0.5063700675964355, 0.4475710988044739, -0.8741031289100647, 0.9967220425605774]","[0.4905930161476135, 0.44962015748023987, -0.8737068176269531, 0.9976752400398254]","[0.47578462958335876, 0.4528917968273163, -0.8742402195930481, 0.9971108436584473]","[0.6070289015769958, 0.5414655208587646, -0.49140647053718567, 0.9970360994338989]","[0.45279449224472046, 0.524672269821167, -0.49628356099128723, 0.998035192489624]"
2025-05-24 10:55:34.082763,"[0.5245580673217773, 0.488031804561615, -0.8827732801437378, 0.9981295466423035]","[0.5502954125404358, 0.45220983028411865, -0.8268958926200867, 0.9966154098510742]","[0.5650354027748108, 0.4594441056251526, -0.827003538608551, 0.9974237680435181]","[0.5791875720024109, 0.4679262936115265, -0.827156126499176, 0.9963064193725586]","[0.5063881874084473, 0.44447240233421326, -0.8267409801483154, 0.9967957735061646]","[0.4908604323863983, 0.44592517614364624, -0.826070249080658, 0.9977131485939026]","[0.4763990640640259, 0.4484105408191681, -0.8264747858047485, 0.9971557259559631]","[0.6062363982200623, 0.5392335653305054, -0.48304611444473267, 0.9971509575843811]","[0.45437678694725037, 0.5216643810272217, -0.46664172410964966, 0.9980522394180298]"
2025-05-24 10:55:34.149345,"[0.5246264338493347, 0.483338862657547, -0.9044959545135498, 0.9979920983314514]","[0.550382673740387, 0.44928115606307983, -0.8468173742294312, 0.9963767528533936]","[0.5650718808174133, 0.45680204033851624, -0.8469793796539307, 0.9972495436668396]","[0.5792187452316284, 0.46544697880744934, -0.8470962047576904, 0.9961256384849548]","[0.5074371695518494, 0.4401012659072876, -0.849690318107605, 0.996531069278717]","[0.4924636781215668, 0.44109025597572327, -0.8491429090499878, 0.9974971413612366]","[0.47824838757514954, 0.44322627782821655, -0.8495995998382568, 0.996902346611023]","[0.6061092615127563, 0.5375526547431946, -0.4867456257343292, 0.9970012903213501]","[0.4549592137336731, 0.5196614265441895, -0.4857499301433563, 0.9978734254837036]"
2025-05-24 10:55:34.215937,"[0.5264817476272583, 0.47707056999206543, -0.9820291996002197, 0.9976180195808411]","[0.5517095923423767, 0.4446541965007782, -0.9127212166786194, 0.9954652786254883]","[0.5662946701049805, 0.4522867798805237, -0.912958562374115, 0.9966763257980347]","[0.5804746747016907, 0.4609610438346863, -0.9131372570991516, 0.9953462481498718]","[0.5101050734519958, 0.43454110622406006, -0.9224135875701904, 0.9955955147743225]","[0.495804101228714, 0.4350428581237793, -0.9219592809677124, 0.996873676776886]","[0.4818016588687897, 0.4367852807044983, -0.9225270748138428, 0.9960669279098511]","[0.6064075827598572, 0.5340245366096497, -0.5239547491073608, 0.9963055849075317]","[0.4561375677585602, 0.5156406760215759, -0.5498552918434143, 0.9972404837608337]"
2025-05-24 10:55:34.282902,"[0.5275382995605469, 0.47477754950523376, -0.8977276086807251, 0.9975994229316711]","[0.5524303317070007, 0.4425564706325531, -0.8353626728057861, 0.9952571988105774]","[0.5669755935668945, 0.4504506587982178, -0.835458517074585, 0.9965659976005554]","[0.5811412930488586, 0.45934799313545227, -0.8355287313461304, 0.9951783418655396]","[0.511145830154419, 0.4316295385360718, -0.8463370203971863, 0.9954261779785156]","[0.4969366192817688, 0.4319765865802765, -0.8458974361419678, 0.9967911243438721]","[0.4828687012195587, 0.43381863832473755, -0.8464736938476562, 0.9959489107131958]","[0.6065152883529663, 0.5331974625587463, -0.4877496063709259, 0.9960587620735168]","[0.45620694756507874, 0.5138582587242126, -0.5199072957038879, 0.9971885681152344]"
